,genres,app_name,title,release_date,price,id,developer
16839,"['Casual', 'Simulation']",CITYCONOMY: Service for your City,CITYCONOMY: Service for your City,2015-12-02,24.99,304580,Nano Games sp. z o.o.
16840,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Sphere III: Enchanted World,Sphere III: Enchanted World,2015-08-18,Free to Play,397040,NIKITA ONLINE
16841,"['Action', 'Casual', 'Indie']",GOCCO OF WAR: Theme Song,GOCCO OF WAR: Theme Song,2015-12-02,1.99,419951,peakvox
16842,"['Adventure', 'Indie']",Mayjasmine Episode01 - What is God?,Mayjasmine Episode01 - What is God?,2015-12-02,9.99,417110,Erotes studio
16843,"['Action', 'Indie']",Planet Diver,Planet Diver,2015-11-30,3.99,417980,Fabraz
16844,"['Action', 'Adventure']",Just Cause™ 3 - Mini-Gun Racing Boat,Just Cause™ 3 - Mini-Gun Racing Boat,2015-12-01,1.99,388291,Avalanche Studios
16845,"['Action', 'Adventure']",Just Cause™ 3 - Combat Buggy,Just Cause™ 3 - Combat Buggy,2015-12-01,1.99,388290,Avalanche Studios
16846,"['Action', 'Adventure']",Just Cause™ 3 - Capstone Bloodhound RPG,Just Cause™ 3 - Capstone Bloodhound RPG,2015-12-01,2.49,388294,Avalanche Studios
16847,"['Action', 'Adventure']",Just Cause™ 3 - Rocket Launcher Sports Car,Just Cause™ 3 - Rocket Launcher Sports Car,2015-12-01,1.99,388292,Avalanche Studios
16848,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Plastiland,Plastiland,2015-12-01,7.99,421880,"FreshGem,Zillion Whales"
16849,"['Action', 'Adventure']",Just Cause™ 3 - Final Argument Sniper Rifle,Just Cause™ 3 - Final Argument Sniper Rifle,2015-12-01,2.49,388293,Avalanche Studios
16850,"['Action', 'Indie']",Expander,Expander,2015-12-01,2.99,410470,All Civilized Planets
16851,"['Simulation', 'Strategy']",Content Pack - Europa Universalis IV: The Cossacks,Content Pack - Europa Universalis IV: The Cossacks,2015-12-01,7.99,373380,Paradox Development Studio
16852,"['Simulation', 'Strategy']",Expansion - Europa Universalis IV: The Cossacks,Expansion - Europa Universalis IV: The Cossacks,2015-12-01,19.99,373370,Paradox Development Studio
16853,"['Adventure', 'Casual', 'Simulation', 'Strategy']",Adelantado Trilogy. Book one,Adelantado Trilogy. Book one,2015-12-01,4.99,423600,Realore
16854,"['Simulation', 'Strategy']",Europa Universalis IV: Sabaton Soundtrack,Europa Universalis IV: Sabaton Soundtrack,2015-12-01,2.99,415680,Sabaton
16855,['Indie'],Dissonance: An Interactive Novelette,Dissonance: An Interactive Novelette,2015-12-01,0.99,421620,Philip Royer
16856,"['Casual', 'Indie', 'Strategy']",Tenshu General,Tenshu General,2015-12-01,5.99,363180,SmartArt Game Studio
16857,"['Adventure', 'Indie', 'Simulation']",Don't Starve: Shipwrecked,Don't Starve: Shipwrecked,2015-12-01,4.99,393010,"Klei Entertainment,Capybara Games"
16858,"['Indie', 'Simulation', 'Early Access']",Professor Why™: The Quantum Eye,Professor Why™: The Quantum Eye,2015-12-01,9.99,369460,Professor Why
16859,"['Action', 'Casual']",Relic Alone,Relic Alone,2015-11-26,4.99,419000,"NTT Plala Inc.,Roconilo Project"
16860,"['Adventure', 'Indie']",Miko Gakkou Monogatari: Kaede Episode,Miko Gakkou Monogatari: Kaede Episode,2015-08-16,8.99,332370,xinoro
16861,['Sports'],Handball 16,Handball 16,2015-11-27,39.99,384320,Eko Software
16862,"['Action', 'Adventure', 'Casual', 'Indie']",Akuatica,Akuatica,2015-11-27,6.99,401330,Tianyu Studio
16863,"['Action', 'Adventure', 'Indie']",Wicked Witches,Wicked Witches,2015-11-27,9.99,411630,Ectoplasm Studio Inc.
16864,"['Action', 'Adventure', 'Indie', 'Strategy']",Cryptark Soundtrack,Cryptark Soundtrack,2015-11-30,6.99,424120,Alientrap
16865,"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Legend of Dungeon: Masters,Legend of Dungeon: Masters,2015-11-30,Free to Play,405980,Robot Loves Kitty
16866,"['Casual', 'Free to Play', 'Indie']",Carpe Diem,Carpe Diem,2015-11-30,Free to Play,423880,Eyzi
16867,"['Action', 'Adventure', 'Indie']",Yet Another World,Yet Another World,2015-11-30,1.99,411740,energy milk
16868,"['Adventure', 'Free to Play', 'Indie', 'Early Access']",I must kill...: Fresh Meat,I must kill...: Fresh Meat,2015-11-30,Free to Play,420880,Gaming Cats Studio
16869,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Might & Magic Heroes Online,Might &amp; Magic Heroes Online,2015-11-24,Free to Play,336520,Blue Byte
16870,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']",Dead Acres,Dead Acres,2015-11-24,4.99,404550,Glowstick Entertainment
16871,"['Action', 'Adventure', 'Indie', 'RPG']",KRUM - Edge Of Darkness,KRUM - Edge Of Darkness,2015-11-24,4.99,420210,HA Studio Ltd.
16872,"['Adventure', 'Indie', 'RPG', 'Strategy']",Dungeon of the Endless™ - Rescue Team Add-on,Dungeon of the Endless™ - Rescue Team Add-on,2015-11-24,1.99,407200,AMPLITUDE Studios
16873,['Indie'],Albert and Otto - Original Soundtrack,Albert and Otto - Original Soundtrack,2015-11-24,1.99,418580,Nikola Kostic
16874,"['Adventure', 'Casual', 'Indie', 'RPG']",Lost Labyrinth Extended Version,Lost Labyrinth Extended Version,2015-11-24,4.99,420920,Markus Döbele
16875,"['Adventure', 'Indie', 'RPG', 'Strategy']",Dungeon of the Endless™ - Organic Matters Update,Dungeon of the Endless™ - Organic Matters Update,2015-11-24,Free,407210,AMPLITUDE Studios
16876,"['Racing', 'Simulation', 'Sports']",Project CARS - Classic Lotus Track Expansion,Project CARS - Classic Lotus Track Expansion,2015-11-24,7.49,334782,Slightly Mad Studios
16877,"['Adventure', 'Casual']",CLANNAD,CLANNAD,2015-11-23,49.99,324160,VisualArts/Key
16878,"['Adventure', 'RPG']",The Deed,The Deed,2015-11-23,0.99,420740,"Pilgrim Adventures,GrabTheGames Studios"
16879,"['Adventure', 'Indie']",The Land Of Lamia,The Land Of Lamia,2015-11-23,0.99,385310,Eddy Games
16880,"['Action', 'Indie', 'Strategy']",Mighty Switch Force! Academy,Mighty Switch Force! Academy,2015-11-23,9.99,350210,WayForward
16881,"['Adventure', 'Indie']",Days Under Custody,Days Under Custody,2015-11-23,4.99,412730,Abraham Carreola
16882,"['Action', 'Casual', 'Indie', 'Early Access']",Heroes Never Lose: Professor Puzzler's Perplexing Ploy,Heroes Never Lose: Professor Puzzler's Perplexing Ploy,2015-11-23,8.99,342530,Magic Pants
16883,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Idle Civilization,Idle Civilization,2015-11-23,4.99,418910,Very Simple Idea Studios
16884,"['Adventure', 'Casual', 'Strategy']",Goblin Defenders: Steel‘n’ Wood,Goblin Defenders: Steel‘n’ Wood,2013-08-21,2.99,416310,Alawar Entertainment
16885,"['Action', 'Indie']",Umihara Kawase Shun: Steam Edition,Umihara Kawase Shun: Steam Edition,2015-11-24,11.99,384700,Studio Saizensen
16886,"['Action', 'Indie']",Super Snow Fight,Super Snow Fight,2015-11-24,4.99,365090,Patrick God
16887,"['Indie', 'Massively Multiplayer', 'Strategy']",ABD - Legacy Edition,ABD - Legacy Edition,2015-11-20,59.99,388030,"Robert Bonner,Boris Blosse,Jack Hanley,Ben Rawles"
16888,['Action'],Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,2015-11-20,4.99,403700,"Ben 'Yahtzee' Croshaw,Collected Worlds"
16889,"['Action', 'Indie', 'Racing']",Switch Galaxy Ultra,Switch Galaxy Ultra,2015-11-20,9.99,359060,Atomicom Limited
16890,"['Action', 'Indie', 'Racing']",Switch Galaxy Ultra Music Pack 1,Switch Galaxy Ultra Music Pack 1,2015-11-20,2.99,381191,Atomicom Limited
16891,['Indie'],Freedom Poopie,Freedom Poopie,2015-10-16,2.99,400130,Electroplasmatic Games
16892,['Simulation'],Home Design 3D,Home Design 3D,2015-01-30,9.99,420000,Anuman Interactive
16893,"['Indie', 'RPG']",A Study in Steampunk: Choice by Gaslight,A Study in Steampunk: Choice by Gaslight,2015-11-20,3.99,421630,Hosted Games
16894,"['Action', 'Indie', 'RPG']",Vendetta - Curse of Raven's Cry,Vendetta - Curse of Raven's Cry,2015-11-20,29.99,386280,Reality Pump Studios
16895,"['Indie', 'Simulation', 'Sports', 'Strategy']",Tactical Soccer The New Season,Tactical Soccer The New Season,2015-11-20,9.99,400380,EGCL
16896,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",Emily is Away,Emily is Away,2015-11-20,Free to Play,417860,Kyle Seeley
16897,"['Action', 'Indie']",Entropy Rising,Entropy Rising,2015-11-20,0.99,334830,Autotivity Entertainment
16898,"['Action', 'Indie']",12 is Better Than 6,12 is Better Than 6,2015-11-20,9.99,410110,Ink Stains Games
16899,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Euphoria: Build a Better Dystopia,Tabletop Simulator - Euphoria: Build a Better Dystopia,2015-11-20,7.99,417300,"Berserk Games,Stonemaier Games"
16900,"['Adventure', 'Indie', 'Simulation']",Time Tenshi,Time Tenshi,2015-11-20,9.99,420950,Silver Cow Studio
16901,"['Simulation', 'Sports', 'Strategy']",Draft Day Sports College Basketball 3,Draft Day Sports College Basketball 3,2015-11-20,19.99,413460,Wolverine Studios
16902,"['Indie', 'Simulation']",Terraformer Expedition to Mars,Terraformer Expedition to Mars,2014-05-07,24.99,298220,"Vermont Software Studios,LLC"
16903,"['Adventure', 'Casual', 'Indie', 'RPG']",Arevan - Official Guide,Arevan - Official Guide,2015-11-20,2.99,386130,Overcloud9
16904,['Indie'],The Tape,The Tape,2015-11-19,0.99,387930,Kazakov Oleg
16905,['RPG'],Tales of Zestiria - Additional Chapter: Alisha's Story,Tales of Zestiria - Additional Chapter: Alisha's Story,2015-10-19,9.99,382470,BANDAI NAMCO Studio Inc.
16906,"['Adventure', 'Casual', 'Indie']",Tick Tock Isle,Tick Tock Isle,2015-11-19,0.99,418440,Squiddershins
16907,"['Adventure', 'Casual', 'Indie']",Angels That Kill,Angels That Kill,2015-11-20,2.99,383240,Rising Sun Interactive
16908,"['Action', 'Indie']",Signal to Noise,Signal to Noise,2015-11-20,4.99,380210,Solanimus Inc.
16909,"['Adventure', 'Indie', 'RPG']",Nusakana,Nusakana,2015-11-19,8.99,401290,Studio Namaapa
16910,['Adventure'],The Consuming Shadow,The Consuming Shadow,2015-11-20,9.99,403830,Ben 'Yahtzee' Croshaw
16911,"['Indie', 'RPG', 'Strategy']",Thea: The Awakening,Thea: The Awakening,2015-11-20,19.99,378720,MuHa Games
16912,"['Casual', 'Indie', 'Simulation']",Wildlife Camp,Wildlife Camp,2010-03-19,6.99,338630,b-alive gmbh
16913,"['Adventure', 'Indie', 'RPG', 'Strategy']",Hard West,Hard West,2015-11-18,19.99,307670,CreativeForge Games
16914,"['Casual', 'Indie', 'RPG']",Chronicles of a Dark Lord: Rhapsody Clash,Chronicles of a Dark Lord: Rhapsody Clash,2015-11-20,0.99,418310,Kisareth Studios
16915,"['Casual', 'Indie']",hocus,hocus,2015-11-18,0.99,418040,"Yunus Ayyildiz,Sho Ohhira"
16916,['Casual'],Hoyle Official Card Games,Hoyle Official Card Games,2015-11-18,19.99,397420,Webfoot Games
16917,"['Adventure', 'Casual']",Chronicles of the Witches and Warlocks,Chronicles of the Witches and Warlocks,2015-11-18,5.99,396850,8Floor
16918,"['Adventure', 'Casual', 'Strategy']",Rescue Team 5,Rescue Team 5,2015-09-30,3.99,416320,Rionix
16919,"['Action', 'Adventure']",Assassin's Creed® Syndicate,Assassin's Creed® Syndicate,2015-11-18,39.99,368500,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios"
16920,"['Casual', 'Indie']",Dr. Bulbaceous,Dr. Bulbaceous,2015-11-19,3.99,388540,Wetgenes
16921,['Simulation'],"Train Simulator: LMS Coronation Class ""Duchess of Hamilton"" Loco Add-On","Train Simulator: LMS Coronation Class ""Duchess of Hamilton"" Loco Add-On",2015-11-19,19.99,325989,Dovetail Games
16922,"['Simulation', 'Strategy']",Scourge of War: Waterloo,Scourge of War: Waterloo,2015-11-19,49.99,369390,NorbSoftDev
16923,"['Indie', 'RPG', 'Strategy', 'Early Access']",Heresy,Heresy,2015-11-19,19.99,416160,dark made games
16924,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Dungeon Kingdom: Sign of the Moon,Dungeon Kingdom: Sign of the Moon,2015-11-19,18.99,329040,Hydro Games
16925,"['Casual', 'Indie', 'Strategy']",Ticket to Ride - India,Ticket to Ride - India,2015-11-19,4.99,350270,Days of Wonder
16926,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",Yohjo Simulator,Yohjo Simulator,2015-11-17,4.99,415950,DEADFACTORY
16927,"['Casual', 'Indie']",Cross Set,Cross Set,2015-11-17,2.99,415400,Cuveet Story
16928,"['Action', 'Casual', 'Indie']",GOCCO OF WAR,GOCCO OF WAR,2015-11-18,19.99,346730,"peakvox,O-TWO inc."
16929,"['Casual', 'Indie']",Highschool Romance,Highschool Romance,2015-11-18,9.99,398100,Dharker Studio
16930,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",VRC PRO Electric 1:8 Buggy,VRC PRO Electric 1:8 Buggy,2015-11-18,9.99,419980,Virtual Racing Industries Ltd.
16931,"['Adventure', 'Free to Play', 'Simulation']",Back to Dinosaur Island,Back to Dinosaur Island,2015-11-18,Free,412940,Crytek
16932,['Simulation'],FSX: Steam Edition - Grumman EA-6B Prowler Add-On,FSX: Steam Edition - Grumman EA-6B Prowler Add-On,2015-11-18,6.99,379243,Virtavia
16933,['Simulation'],FSX: Steam Edition - Grumman A-6E Intruder Add-On,FSX: Steam Edition - Grumman A-6E Intruder Add-On,2015-11-18,9.99,379242,Virtavia
16934,"['Action', 'Casual', 'Indie', 'Sports']",Tennis in the Face,Tennis in the Face,2015-11-18,4.99,394290,10tons Ltd
16935,"['Action', 'Indie']",Last Horizon,Last Horizon,2015-11-18,4.99,394220,Pixeljam
16936,"['Adventure', 'Indie']",The Rivers of Alice - Extended Version,The Rivers of Alice - Extended Version,2015-11-16,7.99,411590,"Delirium Studios,pequeño salto mortal"
16937,"['Action', 'Indie', 'Strategy']",Thank You: The Game 2,Thank You: The Game 2,2015-11-16,Free to Play,419660,Endless Loop Studios
16938,"['Action', 'Indie', 'Strategy']",Survivor Squad: Gauntlets,Survivor Squad: Gauntlets,2015-11-16,4.99,331720,Endless Loop Studios
16939,['Simulation'],Black Shark 2: Republic Campaign,Black Shark 2: Republic Campaign,2015-11-16,9.99,316961,Eagle Dynamics SA
16940,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Shadow Ninja: Apocalypse,Shadow Ninja: Apocalypse,2015-11-16,1.99,389160,Boogygames Studios
16941,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Shadow Ninja: Endless Runner,Shadow Ninja: Endless Runner,2015-11-14,0.99,420050,Boogygames Studios
16942,"['Adventure', 'Indie', 'RPG', 'Strategy']",ADOM (Ancient Domains Of Mystery),ADOM (Ancient Domains Of Mystery),2015-11-16,14.99,333300,"Thomas Biskup,Jochen Terstiege,Zeno Rogue,Krzysztof Dycha,Lucas Dieguez"
16943,"['Action', 'Indie']",Knight Squad,Knight Squad,2015-11-16,14.99,294000,Chainsawesome Games
16944,"['Action', 'Indie', 'Early Access']",Magnetron,Magnetron,2015-11-16,5.99,416390,Jay-Run
16945,"['Indie', 'RPG']",Monster RPG 1,Monster RPG 1,2015-11-16,Free,420240,Nooskewl
16946,"['Action', 'Casual', 'Indie']",Trouble In The Manor,Trouble In The Manor,2015-07-01,0.99,338530,Charyb Games
16947,"['Indie', 'RPG', 'Strategy']",Talisman - Character Pack #12 - Jester,Talisman - Character Pack #12 - Jester,2015-11-17,1.99,267785,Nomad Games
16948,"['Indie', 'RPG', 'Strategy']",Talisman - Character Pack #13 - Goblin Shaman,Talisman - Character Pack #13 - Goblin Shaman,2015-11-17,1.99,267786,Nomad Games
16949,"['Free to Play', 'Massively Multiplayer', 'Strategy']",Affected Zone Tactics,Affected Zone Tactics,2015-11-17,Free to Play,386640,Light Vision Interactive
16950,"['Free to Play', 'Massively Multiplayer', 'Strategy']",Ammunition Pack,Ammunition Pack,2015-11-17,9.99,410460,Light Vision Interactive
16951,"['Casual', 'Indie', 'Sports']",BADBLOOD,BADBLOOD,2015-11-13,7.99,404400,Winnie Song
16952,"['Action', 'Adventure', 'Indie']",Ladra,Ladra,2015-11-13,1.99,391180,Is Future Bright
16953,['Action'],ESCHATOS - Arranged Sound Track,ESCHATOS - Arranged Sound Track,2015-11-13,7.99,409480,Qute
16954,['Simulation'],Tank: M1A1 Abrams Battle Simulation,Tank: M1A1 Abrams Battle Simulation,1989-01-01,6.99,410550,"Sphere, Inc."
16955,['Action'],World War II GI,World War II GI,1999-03-15,6.99,376750,TNT Team
16956,"['Adventure', 'Casual', 'Indie', 'RPG']",Last Heroes,Last Heroes,2015-11-13,1.99,370710,Warfare Studios
16957,"['Adventure', 'Indie']",Quatro Luzes,Quatro Luzes,2015-11-15,5.99,415980,Jardel Elias
16958,['Adventure'],Higurashi When They Cry Hou - Ch.2 Watanagashi,Higurashi When They Cry Hou - Ch.2 Watanagashi,2015-11-13,7.99,410890,07th Expansion
16959,"['Indie', 'Strategy']",Conquest of Elysium 4,Conquest of Elysium 4,2015-11-16,24.99,403950,Illwinter Game Design
16960,"['Indie', 'Simulation']",Holy Potatoes! A Weapon Shop?! - Spud Tales: Journey to Olympus,Holy Potatoes! A Weapon Shop?! - Spud Tales: Journey to Olympus,2015-11-13,2.99,391860,Daylight Studios
16961,"['Action', 'Simulation']",Starlord,Starlord,1993-01-01,6.99,410540,Third Millenium Software
16962,['Indie'],Cinderella Escape! R12,Cinderella Escape! R12,2015-11-16,4.99,408000,Hajime Doujin Circle
16963,['Indie'],Kero Rhythm,Kero Rhythm,2015-11-11,5.99,407070,Studio Pixel
16964,"['Action', 'Adventure', 'Indie', 'Simulation']",Dinosaur Hunt - Stegosaurus Expansion Pack,Dinosaur Hunt - Stegosaurus Expansion Pack,2015-11-13,0.99,408100,ANPA.US
16965,"['Action', 'Adventure', 'Casual', 'Indie']",Catorize,Catorize,2015-11-11,2.99,418960,Anima Locus
16966,['Simulation'],OMSI 2 Add-on Vienna 1 - Line 24A,OMSI 2 Add-on Vienna 1 - Line 24A,2015-11-12,29.99,345680,ViewApp
16967,"['Casual', 'Indie']",Marble Duel,Marble Duel,2015-11-12,4.99,338120,HeroCraft Krasnodar
16968,['Simulation'],OMSI 2 Add-on Vienna 2 - Line 23A,OMSI 2 Add-on Vienna 2 - Line 23A,2015-11-12,29.99,345681,ViewApp
16969,['Simulation'],Train Simulator: DR BR 24 Loco Add-On,Train Simulator: DR BR 24 Loco Add-On,2015-11-12,19.99,325972,Romantic Railroads
16970,['Indie'],The Purring Quest,The Purring Quest,2015-11-12,9.99,409100,Valhalla Cats
16971,"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",GASP - Life on Mars,GASP - Life on Mars,2015-11-11,2.99,414210,Dark Day Interactive
16972,"['Simulation', 'Strategy']",Flashpoint Campaigns: Germany Reforged,Flashpoint Campaigns: Germany Reforged,2015-11-12,19.99,411470,On Target Simulations
16973,"['Free to Play', 'Massively Multiplayer', 'Simulation']",Steel Ocean,Steel Ocean,2015-11-12,Free to Play,390670,ICE Entertainment
16974,['Casual'],Backgammon Blitz,Backgammon Blitz,2015-11-12,3.99,395900,VooFoo Studios
16975,"['Action', 'Indie']",STEEL STRIDER,STEEL STRIDER,2015-11-12,5.99,404100,ASTRO PORT
16976,"['Racing', 'Simulation', 'Sports']",rFactor 2,rFactor 2,2013-03-28,31.99,365960,Studio 397
16977,"['Action', 'Adventure', 'Casual', 'Indie']",Caribbean Odyssey,Caribbean Odyssey,2015-11-12,2.99,414500,GameIndica Entertainment
16978,['Action'],Mushihimesama,Mushihimesama,2015-11-12,19.99,377860,"CAVE Interactive CO.,LTD."
16979,"['Action', 'Adventure', 'Indie']",Stardust Galaxy Warriors - Soundtrack,Stardust Galaxy Warriors - Soundtrack,2015-11-10,4.99,418080,Vasara Entertainment
16980,"['Action', 'Adventure', 'Indie']",Stardust Galaxy Warriors: Stellar Climax,Stardust Galaxy Warriors: Stellar Climax,2015-11-10,9.99,389650,Dreamloop Games
16981,['Action'],Legend (1994),Legend (1994),1994-04-01,4.99,412380,Arcade Zone
16982,"['Action', 'Free to Play', 'Massively Multiplayer']",Piercing Blow,Piercing Blow,2015-11-10,Free to Play,382850,Zepetto Co.
16983,['Simulation'],TS Marketplace: HSA Scrap Wagons,TS Marketplace: HSA Scrap Wagons,2015-11-11,4.99,326017,Fastline Simulation
16984,['Strategy'],Impossible Creatures Steam Edition,Impossible Creatures Steam Edition,2003-01-07,9.99,324680,"Relic Entertainment,THQ Nordic"
16985,"['Action', 'Free to Play']",Genesis Online,Genesis Online,2015-11-05,Free to Play,409510,Shumkov Dmitriy
16986,"['Action', 'Indie']",RONIN - Special Edition Upgrade,RONIN - Special Edition Upgrade,2015-11-10,6.99,411100,Tomasz Wacławek
16987,['Simulation'],TS Marketplace: RNA Barrier Wagons,TS Marketplace: RNA Barrier Wagons,2015-11-11,4.99,326018,Fastline Simulation
16988,['Strategy'],NOBUNAGA'S AMBITION: Tenshouki WPK HD Version / 信長の野望・天翔記 with パワーアップキット HD Version,NOBUNAGA'S AMBITION: Tenshouki WPK HD Version / 信長の野望・天翔記 with パワーアップキット HD Version,2015-11-11,54.99,370730,"KOEI TECMO GAMES CO., LTD."
16989,"['Casual', 'Indie']",Turbo Pug,Turbo Pug,2015-11-09,0.99,418070,"Space Cat Studios,SnowFlame,Back To Basics Gaming"
16990,"['Action', 'Indie']",Bleeding Border,Bleeding Border,2015-11-09,4.99,416290,Curse Box Studios
16991,"['Action', 'Adventure', 'Indie', 'Simulation']",Written in the Sky,Written in the Sky,2015-10-31,Free to Play,416130,Unwonted Studios
16992,['Adventure'],Where Angels Cry: Tears of the Fallen (Collector's Edition),Where Angels Cry: Tears of the Fallen (Collector's Edition),2015-11-09,9.99,413470,Cateia Games
16993,['RPG'],Fallout 4,Fallout 4,2015-11-09,29.99,377160,Bethesda Game Studios
16994,['Simulation'],FSX: Steam Edition - Discover Australia and New Zealand Add-On,FSX: Steam Edition - Discover Australia and New Zealand Add-On,2015-11-09,16.99,379559,First Class Simulations
16995,"['Casual', 'Indie', 'RPG', 'Simulation']",Lovely Weather We're Having,Lovely Weather We're Having,2015-11-10,7.99,404150,Julian Glander
16996,"['Free to Play', 'Strategy']",Krosmaster - Water Element Pack,Krosmaster - Water Element Pack,2015-11-10,14.99,401450,Ankama Studio
16997,['RPG'],Tales of Zestiria - Evangelion Costume Set,Tales of Zestiria - Evangelion Costume Set,2015-11-10,9.99,382467,BANDAI NAMCO Studio Inc.
16998,"['Adventure', 'Indie']",Act 2 Soundtrack,Act 2 Soundtrack,2015-11-06,4.99,372310,Prologue Games
16999,"['Adventure', 'Casual', 'Indie']",Draw a Stickman: EPIC 2,Draw a Stickman: EPIC 2,2015-11-06,4.99,403180,Hitcents
17000,"['Indie', 'Strategy']",Defend The Highlands,Defend The Highlands,2015-11-06,9.99,374830,Kilted Camel
17001,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",The Odyssey: Winds of Athena,The Odyssey: Winds of Athena,2015-11-06,4.99,416080,Liquid Dragon Studios
17002,"['Adventure', 'Casual', 'Indie']",Prominence,Prominence,2015-11-06,19.99,270230,Digital Media Workshop
17003,"['Indie', 'RPG', 'Strategy']",Girlfriend Rescue - Deluxe Contents,Girlfriend Rescue - Deluxe Contents,2015-11-06,3.99,409180,Aldorlea Games
17004,"['Casual', 'Indie']",Aqua Panic !,Aqua Panic !,2015-11-09,7.99,340700,Eko Software
17005,"['Casual', 'Indie']",Aqua Panic! - Heaven Pack,Aqua Panic! - Heaven Pack,2015-11-09,1.99,346261,Eko Software
17006,"['Casual', 'Indie']",Aqua Panic! - Inferno Pack,Aqua Panic! - Inferno Pack,2015-11-09,1.99,346260,Eko Software
17007,['Indie'],Without Within 2,Without Within 2,2015-11-09,4.99,398980,InvertMouse
17008,['Indie'],Without Within 2 - Digital artbook,Without Within 2 - Digital artbook,2015-11-09,2.99,399021,InvertMouse
17009,"['Adventure', 'Casual']",Mystery Expedition: Prisoners of Ice,Mystery Expedition: Prisoners of Ice,2014-02-18,6.99,397960,Lazy Turtle Games
17010,"['Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",Liftoff,Liftoff,2015-11-09,19.99,410340,LuGus Studios
17011,"['Action', 'Adventure', 'Indie']",Questria: Rise of the Robot Skullfaces,Questria: Rise of the Robot Skullfaces,2015-11-09,9.99,374420,AltImage Games
17012,"['Action', 'Adventure', 'Casual', 'Strategy']",Bomb The Monsters!,Bomb The Monsters!,2015-11-06,3.99,355020,Finalboss game studio
17013,"['Indie', 'Strategy']",Super Trench Attack 2,Super Trench Attack 2,2015-11-06,4.99,385360,Retro Army Limited
17014,"['Action', 'RPG', 'Simulation']",Starpoint Gemini 2: Titans,Starpoint Gemini 2: Titans,2015-11-06,4.99,411420,Little Green Men Games
17015,"['Indie', 'Simulation']",Euro Truck Simulator 2 - Japanese Paint Jobs Pack,Euro Truck Simulator 2 - Japanese Paint Jobs Pack,2015-11-09,0.99,388472,SCS Software
17016,"['Indie', 'Simulation', 'Strategy']",Mini Metro,Mini Metro,2015-11-06,9.99,287980,Dinosaur Polo Club
17017,"['Indie', 'RPG']",Diabolical,Diabolical,2015-11-06,5.99,416640,Choice of Games
17018,"['Casual', 'Simulation']",Among the Heavens,Among the Heavens,2015-11-06,2.99,409380,"Jetdogs Studios,CorePunch Gamestudio"
17019,['Indie'],Without Within 2 - Original soundtrack,Without Within 2 - Original soundtrack,2015-11-09,1.99,399020,InvertMouse
17020,"['Action', 'Adventure']",HotLead,HotLead,2015-11-06,0.99,416170,Thrill Pill Games
17021,"['Simulation', 'Strategy']",Stronghold Crusader 2: The Jackal and The Khan,Stronghold Crusader 2: The Jackal and The Khan,2015-11-06,5.99,349231,FireFly Studios
17022,['Simulation'],Train Simulator: BR Class 24 Loco Add-On,Train Simulator: BR Class 24 Loco Add-On,2015-11-05,19.99,325979,Dovetail Games
17023,['Strategy'],"Warhammer 40,000 : Armageddon - Ork Hunters","Warhammer 40,000 : Armageddon - Ork Hunters",2015-11-05,4.99,405520,"Flashback Games,The Lordz Games Studio"
17024,['Action'],Orc Slayer,Orc Slayer,2015-11-05,4.99,374990,Cooply Solutions
17025,"['Action', 'Indie']",Clandestine,Clandestine,2015-11-05,19.99,290530,Logic Artists
17026,"['Simulation', 'Strategy']",Ironclads 2: American Civil War,Ironclads 2: American Civil War,2015-11-05,9.99,414260,Totem Games
17027,"['Indie', 'Racing', 'Sports']",MiniBikers,MiniBikers,2015-11-05,5.99,416350,Ivanovich Games
17028,"['Adventure', 'Indie', 'RPG', 'Strategy']",Legends of Eisenwald: Road to Iron Forest,Legends of Eisenwald: Road to Iron Forest,2015-11-05,4.99,416750,Aterdux Entertainment
17029,"['Adventure', 'Indie', 'RPG', 'Strategy']",Legends of Eisenwald Season Pass,Legends of Eisenwald Season Pass,2015-11-05,14.99,417160,Aterdux Entertainment
17030,"['Casual', 'Indie']",Ghost Cleaner,Ghost Cleaner,2015-11-05,5.99,398530,LookAtMyGame
